epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.05802919715642929,0.009818635880947113,3.339400291442871,0.07875185459852219,3.2645418643951416
1,0.0799270048737526,0.009287704713642597,3.1970810890197754,0.05200594291090965,3.2727463245391846
2,0.07481751590967178,0.008445724844932556,3.1726105213165283,0.057949479669332504,3.193065881729126
